ID,Barcode,Nombre,UsageType (Masculino/Femenino/Universal),TargetAnatomy (Prostata/Clitoris/Vaginal/Anal/Universal),StimulationType (Vibracion/Succion/Empuje/Calentamiento/Interactivo),MotorLogic (Single Channel/Dual Channel),DB_Id,RealTitle,Pics,CateId,Qrcode,SupportedFuncs,Wireless,FactoryId,IsEncrypt,IsPrecise,BroadcastPrefix,BleName
8549,8549,CDSJ002,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,兔子锁精环APP版,https://image.zlmicro.com/images/product/20221216/20221216111154349.png,10,https://image.zlmicro.com/images/product/qrcode/8549.png,classic|music|shake|intera|finger|video|game|explore,2.4G,79,No,0-255,77 62 4d 53 45,
8551,8551,AATD231,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230310/20230310094644447.png,3,https://image.zlmicro.com/images/product/qrcode/8551.png,classic|music|shake|intera|finger|voice|video|game|explore,2.4G,48,No,0-255,77 62 4d 53 45,
8554,8554,AAZD167,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250424/20250424161436394.png,2,https://image.zlmicro.com/images/product/20250424/202504241614430548554.png,classic|music|shake|intera|finger|voice|video|game,2.4G,19,No,0-255,77 62 4d 53 45,
8558,8558,ZATD089,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250311/20250311155856958.jpg,3,https://image.zlmicro.com/images/product/qrcode/8558.png,classic|music|shake|intera|finger|video|game,2.4G,76,No,0-255,77 62 4d 53 45,
8559,8559,AASJ315,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251029/20251029095557664.png,10,https://image.zlmicro.com/images/product/20251029/202510290956116508559.png,classic|music|shake|intera|finger|video|game,2.4G,342,No,0-255,77 62 4d 53 45,
8571,8571,AACD008,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250709/20250709165631299.png,7,https://image.zlmicro.com/images/product/20250709/202507091656359868571.png,classic|music|shake|intera|finger|video|game,2.4G,52,No,0-255,77 62 4d 53 45,
8577,8577,YCTD003,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230223/20230223115438914.png,3,https://image.zlmicro.com/images/product/qrcode/8577.png,classic|music|shake|intera|finger|video|game|explore,2.4G,48,No,0-255,77 62 4d 53 45,
8578,8578,TD001,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240618/20240618112431922.png,3,https://image.zlmicro.com/images/product/qrcode/8578.png,classic|music|shake|intera|finger|video|game|explore,2.4G,169,No,0-255,77 62 4d 53 45,
8588,8588,AAAA094,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,左拉测试8+8+8,,0,https://image.zlmicro.com/images/product/qrcode/8588.png,classic|music|shake|intera|finger|video|game|explore,2.4G,192,No,Estándar,77 62 4d 53 45,
8579,8579,ZATD032,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,B05,https://image.zlmicro.com/images/product/20230630/20230630114711246.png,3,https://image.zlmicro.com/images/product/qrcode/8579.png,classic|music|shake|intera|finger|video|game|explore,2.4G,118,No,0-255,77 62 4d 53 45,
8587,8587,WCTD001,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,O25,https://image.zlmicro.com/images/product/20221008/20221008142528055.png,3,https://image.zlmicro.com/images/product/qrcode/8587.png,classic|music|shake|intera|finger|video|game|explore,2.4G,35,No,0-255,77 62 4d 53 45,
8591,8591,LCTD004,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,电击球,https://image.zlmicro.com/images/product/20230306/20230306160843919.png,3,https://image.zlmicro.com/images/product/qrcode/8591.png,classic|music|shake|intera|finger|discharge|video|game|explore,2.4G,162,No,0-255,77 62 4d 53 45,
8589,8589,LBTYSJ001,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251031/20251031155531354.jpg,10,https://image.zlmicro.com/images/product/20251031/202510311555392108589.png,classic|music|shake|intera|finger|video|game,2.4G,107,No,0-255,77 62 4d 53 45,
8594,8594,AAGS002,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250825/20250825134125544.png,13,https://image.zlmicro.com/images/product/20250825/202508251341311968594.png,classic|music|shake|intera|finger|video|game,2.4G,253,No,0-255,77 62 4d 53 45,
8595,8595,AASJ122,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,动力火车,https://image.zlmicro.com/images/product/20230904/20230904130924551.png,10,https://image.zlmicro.com/images/product/qrcode/8595.png,classic|music|shake|intera|finger|video|game|explore,2.4G,82,No,0-255,77 62 4d 53 45,
8597,8597,JCSJ002,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20241113/20241113172951688.png,10,https://image.zlmicro.com/images/product/qrcode/8597.png,classic|music|shake|intera|finger|video|game|explore,2.4G,82,No,0-255,77 62 4d 53 45,
8598,8598,AATD269,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,GM002,https://image.zlmicro.com/images/product/20230408/20230408150656823.png,3,https://image.zlmicro.com/images/product/qrcode/8598.png,classic|music|shake|intera|finger|video|game|explore,2.4G,63,No,0-255,77 62 4d 53 45,
8599,8599,ZATD068,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240902/20240902110406168.jpg,3,https://image.zlmicro.com/images/product/qrcode/8599.png,classic|music|shake|intera|finger|video|game|explore,2.4G,118,No,0-255,77 62 4d 53 45,
8700,8700,HEGS002,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230830/20230830140958158.png,13,https://image.zlmicro.com/images/product/qrcode/8700.png,classic|music|shake|intera|finger|video|game|explore,2.4G,157,No,0-255,77 62 4d 53 45,
8703,8703,AAFJ110,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250117/20250117145536815.png,1,https://image.zlmicro.com/images/product/qrcode/8703.png,classic|music|shake|intera|finger|voice|video|game|switch_voice|explore,2.4G,210,No,0-255,77 62 4d 53 45,
8710,8710,AATD656,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240905/20240905151559791.png,3,https://image.zlmicro.com/images/product/qrcode/8710.png,classic|music|shake|intera|finger|video|game|explore,2.4G,10,No,0-255,77 62 4d 53 45,
8704,8704,AAGS002,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20241030/20241030100150388.png,13,https://image.zlmicro.com/images/product/qrcode/8704.png,classic|music|shake|intera|finger|video|game|explore,2.4G,19,No,Estándar,77 62 4d 53 45,
8708,8708,AAZD136,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20241115/20241115101255847.png,2,https://image.zlmicro.com/images/product/qrcode/8708.png,classic|music|shake|intera|finger|video|game|explore,2.4G,57,No,0-255,77 62 4d 53 45,
8711,8711,AATD539,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240407/20240407144653047.jpg,3,https://image.zlmicro.com/images/product/qrcode/8711.png,classic|music|shake|intera|finger|video|game|explore,2.4G,93,No,0-255,77 62 4d 53 45,
8713,8713,AASJ281,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250728/20250728161649257.png,10,https://image.zlmicro.com/images/product/20250728/202507281616541608713.png,classic|music|shake|intera|finger|video|game,2.4G,22,No,0-255,77 62 4d 53 45,
8715,8715,ZAYJ018,Femenino,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240330/20240330095137015.jpg,8,https://image.zlmicro.com/images/product/qrcode/8715.png,classic|music|shake|intera|heating|finger|video|game|explore,2.4G,284,No,0-255,77 62 4d 53 45,
8717,8717,AATD004,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250430/20250430112750813.png,3,https://image.zlmicro.com/images/product/20250430/202504301127589688717.png,classic|music|shake|intera|finger|video|game,2.4G,158,No,0-255,77 62 4d 53 45,
8728,8728,ACTD003,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,佩蒂JX035,https://image.zlmicro.com/images/product/20211222/20211222111116994.png,3,https://image.zlmicro.com/images/product/qrcode/8728.png,classic|music|shake|intera|finger|video|game|explore,2.4G,28,No,0-255,77 62 4d 53 45,
8729,8729,AAHT090,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,贝挺3代,https://image.zlmicro.com/images/product/20230223/20230223165935740.jpg,4,https://image.zlmicro.com/images/product/qrcode/8729.png,classic|music|shake|intera|finger|video|game|explore,2.4G,20,No,0-255,77 62 4d 53 45,
8721,8721,AAZD061,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230921/20230921171155434.png,2,https://image.zlmicro.com/images/product/qrcode/8721.png,classic|music|shake|intera|finger|video|game|explore,2.4G,216,No,0-255,77 62 4d 53 45,
8724,8724,AASJ316,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251031/20251031110723950.png,10,https://image.zlmicro.com/images/product/20251031/202510311107324928724.png,classic|music|shake|intera|finger|video|game,2.4G,306,No,0-255,77 62 4d 53 45,
8722,8722,ACGS001,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,AR-043,https://image.zlmicro.com/images/product/20230807/20230807160440935.jpg,13,https://image.zlmicro.com/images/product/qrcode/8722.png,classic|music|shake|intera|finger|video|game|explore,2.4G,28,No,0-255,77 62 4d 53 45,
8732,8732,YCTD012,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230313/20230313151842024.png,3,https://image.zlmicro.com/images/product/qrcode/8732.png,classic|music|shake|intera|finger|video|game|explore,2.4G,30,No,0-255,77 62 4d 53 45,
8731,8731,BCHT003,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20231016/20231016111211010.png,4,https://image.zlmicro.com/images/product/qrcode/8731.png,classic|music|shake|intera|finger|video|game|explore,2.4G,243,No,0-255,77 62 4d 53 45,
8738,8738,ZBHT024,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,小浪扣动穿戴,https://image.zlmicro.com/images/product/20230728/20230728110119973.png,4,https://image.zlmicro.com/images/product/qrcode/8738.png,classic|music|shake|intera|finger|video|game|explore,2.4G,79,No,0-255,77 62 4d 53 45,
8740,8740,EATD008,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,魔法球,https://image.zlmicro.com/images/product/20211208/20211208110336317.png,3,https://image.zlmicro.com/images/product/qrcode/8740.png,classic|music|shake|intera|finger|video|game|explore,2.4G,32,No,0-255,77 62 4d 53 45,
8742,8742,ZAZD056,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250303/20250303155210268.png,2,https://image.zlmicro.com/images/product/qrcode/8742.png,classic|music|shake|intera|finger|video|game,2.4G,221,No,Estándar,77 62 4d 53 45,
8745,8745,ZAGS032,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20260304/20260304113353334.png,13,https://image.zlmicro.com/images/product/20260304/202603041134001368745.png,classic|music|shake|intera|finger|video|game,2.4G,387,No,0-255,77 62 4d 53 45,
8747,8747,ZBTD019,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,AIS206,https://image.zlmicro.com/images/product/20230407/20230407163309491.png,3,https://image.zlmicro.com/images/product/qrcode/8747.png,classic|music|shake|intera|finger|video|game|explore,2.4G,27,No,0-255,77 62 4d 53 45,
8749,8749,AAHT041,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,PCBA-ZX-ZDT602(TD-C2)-M,https://image.zlmicro.com/images/product/20220730/20220730115549492.jpg,4,https://image.zlmicro.com/images/product/qrcode/8749.png,classic|music|shake|intera|finger|video|game|explore,2.4G,36,No,0-255,77 62 4d 53 45,
8754,8754,AATD003,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250526/20250526134750338.jpg,3,https://image.zlmicro.com/images/product/20250526/202505261347595488754.png,classic|music|shake|intera|finger|video|game,2.4G,356,No,0-255,77 62 4d 53 45,
8757,8757,AAHT340,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250410/20250410173131879.png,4,https://image.zlmicro.com/images/product/20250410/202504101731363368757.png,classic|music|shake|intera|finger|video|game,2.4G,167,No,0-255,77 62 4d 53 45,
8759,8759,AAHT047,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,老孙待定,https://image.zlmicro.com/images/product/20220826/20220826172922635.png,4,https://image.zlmicro.com/images/product/qrcode/8759.png,classic|music|shake|intera|finger|video|game|explore,2.4G,0,No,0-255,77 62 4d 53 45,
8770,8770,AAFJ132,Femenino,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251217/20251217094746290.jpg,1,https://image.zlmicro.com/images/product/20251217/202512170947510328770.png,classic|music|shake|intera|heating|finger|video|game,2.4G,381,No,0-255,77 62 4d 53 45,
8772,8772,ZATD081,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250303/20250303154559651.jpg,3,https://image.zlmicro.com/images/product/qrcode/8772.png,classic|music|shake|intera|finger|video|game,2.4G,40,No,0-255,77 62 4d 53 45,
8773,8773,CDZD003,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,中德黑色伸缩肛塞,https://image.zlmicro.com/images/product/20221115/20221115101531761.png,2,https://image.zlmicro.com/images/product/qrcode/8773.png,classic|music|shake|intera|finger|video|game|explore,2.4G,79,No,0-255,77 62 4d 53 45,
8777,8777,AATD745,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20241231/20241231110359401.jpg,3,https://image.zlmicro.com/images/product/qrcode/8777.png,classic|music|shake|intera|finger|video|game|explore,2.4G,335,No,0-255,77 62 4d 53 45,
8780,8780,AAAA119,Femenino,Anal,Interactivo,Dual Channel (0xD + 0xA),0,8+8+8加热,https://image.zlmicro.com/images/product/20241231/20241231161413269.jpg,0,https://image.zlmicro.com/images/product/qrcode/8780.png,classic|music|shake|intera|heating|finger|video|game|explore,2.4G,192,No,Estándar,77 62 4d 53 45,
8784,8784,ZAHT102,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250715/20250715110514895.jpg,4,https://image.zlmicro.com/images/product/20250715/202507151105205138784.png,classic|music|shake|intera|finger|video|game,2.4G,158,No,0-255,77 62 4d 53 45,
8779,8779,AAHT066,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20221201/20221201111133936.png,4,https://image.zlmicro.com/images/product/qrcode/8779.png,classic|music|shake|intera|finger|video|game|explore,2.4G,160,No,0-255,77 62 4d 53 45,
8783,8783,ZAGS017,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240316/20240316105449128.jpg,13,https://image.zlmicro.com/images/product/qrcode/8783.png,classic|music|shake|intera|finger|video|game|explore,2.4G,277,No,0-255,77 62 4d 53 45,
8788,8788,AASJ274,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250718/20250718110200147.png,10,https://image.zlmicro.com/images/product/20250718/202507181102123458788.png,classic|music|shake|intera|finger|video|game,2.4G,170,No,0-255,77 62 4d 53 45,
8791,8791,ZAHT052,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20231208/20231208135849620.png,4,https://image.zlmicro.com/images/product/qrcode/8791.png,classic|music|shake|intera|finger|video|game|explore,2.4G,92,No,Estándar,77 62 4d 53 45,
8785,8785,YEHT021,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20231114/20231114095034101.jpg,4,https://image.zlmicro.com/images/product/qrcode/8785.png,classic|music|shake|intera|finger|video|game|explore,2.4G,14,No,0-255,77 62 4d 53 45,
8794,8794,AATD400,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0, 23009,https://image.zlmicro.com/images/product/20230830/20230830141329895.png,3,https://image.zlmicro.com/images/product/qrcode/8794.png,classic|music|shake|intera|finger|video|game|explore,2.4G,24,No,0-255,77 62 4d 53 45,
8798,8798,AATD337,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230612/20230612110502671.png,3,https://image.zlmicro.com/images/product/qrcode/8798.png,classic|music|shake|intera|finger|video|game|explore,2.4G,132,No,0-255,77 62 4d 53 45,
8800,8800,AAZD031,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230407/20230407133606140.png,2,https://image.zlmicro.com/images/product/qrcode/8800.png,classic|music|shake|intera|finger|video|game|explore,2.4G,149,No,0-255,77 62 4d 53 45,
8802,8802,AASJ328,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251210/20251210135213521.jpg,10,https://image.zlmicro.com/images/product/20251210/202512101352204698802.png,classic|music|shake|intera|finger|video|game,2.4G,149,No,0-255,77 62 4d 53 45,
8804,8804,CAYJ008,Femenino,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240708/20240708171324894.png,8,https://image.zlmicro.com/images/product/qrcode/8804.png,classic|music|shake|intera|heating|finger|video|game|explore,2.4G,299,No,0-255,77 62 4d 53 45,
8809,8809,AAGS143,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20241115/20241115101341682.png,13,https://image.zlmicro.com/images/product/qrcode/8809.png,classic|music|shake|intera|finger|video|game|explore,2.4G,57,No,0-255,77 62 4d 53 45,
8819,8819,ZBZD005,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240625/20240625113855077.png,2,https://image.zlmicro.com/images/product/qrcode/8819.png,classic|music|shake|intera|finger|video|game|explore,2.4G,124,No,0-255,77 62 4d 53 45,
8811,8811,LCHT005,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230822/20230822134726908.png,4,https://image.zlmicro.com/images/product/qrcode/8811.png,classic|music|shake|intera|finger|video|game|explore,2.4G,162,No,0-255,77 62 4d 53 45,
8815,8815,AATD593,Masculino,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230310/20230310161219226.png,3,https://image.zlmicro.com/images/product/qrcode/8815.png,kegel|classic|music|shake|intera|finger|trends|video|game|explore,BLE,45,No,0-255,77 62 4d 53 45,
8820,8820,AATD586,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240621/20240621173151761.png,3,https://image.zlmicro.com/images/product/qrcode/8820.png,classic|music|shake|intera|finger|video|game|explore,2.4G,78,No,0-255,77 62 4d 53 45,
8824,8824,WFGS001,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230306/20230306154030510.png,13,https://image.zlmicro.com/images/product/qrcode/8824.png,classic|music|shake|intera|finger|video|game|explore,2.4G,184,No,0-255,77 62 4d 53 45,
8823,8823,AAHT148,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230626/20230626114808261.jpg,4,https://image.zlmicro.com/images/product/qrcode/8823.png,classic|music|shake|intera|finger|video|game|explore,2.4G,220,No,0-255,77 62 4d 53 45,
8825,8825,AATD148,Femenino,Anal,Interactivo,Dual Channel (0xD + 0xA),0,标准双马达打样测试码,https://image.zlmicro.com/images/product/20220829/20220829120601099.png,3,https://image.zlmicro.com/images/product/qrcode/8825.png,classic|music|shake|intera|heating|finger|video|game|explore,2.4G,45,No,0-255,77 62 4d 53 45,
8830,8830,ZBTD017,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,PN005,https://image.zlmicro.com/images/product/20220727/20220727095642946.png,3,https://image.zlmicro.com/images/product/qrcode/8830.png,classic|music|shake|intera|finger|video|game|explore,2.4G,110,No,0-255,77 62 4d 53 45,
8834,8834,LATD008,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20231114/20231114114303297.jpg,3,https://image.zlmicro.com/images/product/qrcode/8834.png,classic|music|shake|intera|finger|video|game|explore,2.4G,117,No,0-255,77 62 4d 53 45,
8838,8838,AATD373,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230613/20230613150134190.jpg,3,https://image.zlmicro.com/images/product/qrcode/8838.png,classic|music|shake|intera|finger|video|game|explore,2.4G,99,No,0-255,77 62 4d 53 45,
8831,8831,EAYJ004,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,优利卡-APP,https://image.zlmicro.com/images/product/20230506/20230506105440192.png,8,https://image.zlmicro.com/images/product/qrcode/8831.png,classic|music|shake|intera|finger|video|game|explore,2.4G,125,No,0-255,77 62 4d 53 45,
8828,8828,AAGS002,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251201/20251201140634726.png,13,https://image.zlmicro.com/images/product/20251201/202512011406425618828.png,classic|music|shake|intera|finger|video|game,2.4G,104,No,0-255,77 62 4d 53 45,
8837,8837,AATD581,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20240619/20240619092114836.png,3,https://image.zlmicro.com/images/product/qrcode/8837.png,classic|music|shake|intera|finger|video|game|explore,2.4G,30,No,0-255,77 62 4d 53 45,
8842,8842,AATD545,Femenino,Anal,Interactivo,Dual Channel (0xD + 0xA),0, 猫头跳蛋,https://image.zlmicro.com/images/product/20240417/20240417143816224.png,3,https://image.zlmicro.com/images/product/qrcode/8842.png,classic|music|shake|intera|finger|video|game|explore,2.4G,8,No,0-255,77 62 4d 53 45,
8848,8848,AAZD209,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251111/20251111092407772.png,2,https://image.zlmicro.com/images/product/20251111/202511110924133488848.png,classic|music|shake|intera|finger|video|game,2.4G,104,No,0-255,77 62 4d 53 45,
8849,8849,AATD109,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,0067,https://image.zlmicro.com/images/product/20220426/20220426113539880.png,3,https://image.zlmicro.com/images/product/qrcode/8849.png,classic|music|shake|intera|finger|video|game|explore,2.4G,92,No,0-255,77 62 4d 53 45,
8852,8852,ZASJ078,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20251023/20251023101712350.png,10,https://image.zlmicro.com/images/product/20251023/202510231017297668852.png,classic|music|shake|intera|finger|video|game,2.4G,362,No,0-255,77 62 4d 53 45,
8853,8853,AAHT231,Femenino,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20230410/20230410105523857.png,4,https://image.zlmicro.com/images/product/qrcode/8853.png,classic|music|shake|intera|heating|finger|video|game|explore,2.4G,193,No,0-255,77 62 4d 53 45,
8854,8854,AASJ207,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20241017/20241017102613838.jpg,10,https://image.zlmicro.com/images/product/qrcode/8854.png,classic|music|shake|intera|finger|video|game|explore,2.4G,322,No,0-255,77 62 4d 53 45,
8857,8857,AASJ272,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250718/20250718105258979.png,10,https://image.zlmicro.com/images/product/20250718/202507181053047328857.png,classic|music|shake|intera|finger|video|game,2.4G,228,No,0-255,77 62 4d 53 45,
8870,8870,EAHT004,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,后庭王者,https://image.zlmicro.com/images/product/20220228/20220228145604612.jpg,4,https://image.zlmicro.com/images/product/qrcode/8870.png,classic|music|shake|intera|finger|video|game|explore,2.4G,91,No,0-255,77 62 4d 53 45,
8873,8873,JBTD003,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250320/20250320113824762.png,3,https://image.zlmicro.com/images/product/qrcode/8873.png,classic|music|shake|intera|finger|video|game,2.4G,19,No,Estándar,77 62 4d 53 45,
8874,8874,AAHT002,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250814/20250814153846963.png,4,https://image.zlmicro.com/images/product/20250814/202508141538586078874.png,classic|music|shake|intera|finger|video|game,2.4G,158,No,0-255,77 62 4d 53 45,
8875,8875,ZAHT058,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20231123/20231123115058182.png,4,https://image.zlmicro.com/images/product/qrcode/8875.png,classic|music|shake|intera|finger|video|game|explore,2.4G,157,No,0-255,77 62 4d 53 45,
8880,8880,AATD519,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,AKSM-Xman023,https://image.zlmicro.com/images/product/20240316/20240316095909360.png,3,https://image.zlmicro.com/images/product/qrcode/8880.png,classic|music|shake|intera|finger|video|game|explore,2.4G,234,No,0-255,77 62 4d 53 45,
8884,8884,LCTD001,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,舌舔QZ-001,https://image.zlmicro.com/images/product/20230106/20230106105522931.png,3,https://image.zlmicro.com/images/product/qrcode/8884.png,classic|music|shake|intera|finger|video|game|explore,2.4G,173,No,0-255,77 62 4d 53 45,
8889,8889,ZASJ059,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250310/20250310141254575.png,10,https://image.zlmicro.com/images/product/qrcode/8889.png,classic|music|shake|intera|finger|video|game,2.4G,118,No,0-255,77 62 4d 53 45,
8888,8888,AAGS098,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20231214/20231214094616211.jpg,13,https://image.zlmicro.com/images/product/qrcode/8888.png,classic|music|shake|intera|finger|video|game|explore,2.4G,104,No,0-255,77 62 4d 53 45,
8887,8887,RPSJ004,Universal,Anal,Vibración,Dual Channel (0xD + 0xA),0,,https://image.zlmicro.com/images/product/20250619/20250619115914256.jpg,10,https://image.zlmicro.com/images/product/20250619/202506191046255308887.png,classic|music|shake|intera|finger|video|game,2.4G,107,No,0-255,77 62 4d 53 45,
8892,8892,ZBZD003,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,AS-AS433,https://image.zlmicro.com/images/product/20230529/20230529113545324.png,2,https://image.zlmicro.com/images/product/qrcode/8892.png,classic|music|shake|intera|finger|video|game|explore,2.4G,27,No,0-255,77 62 4d 53 45,
8895,8895,AAZD043,Universal,Anal,Interactivo,Dual Channel (0xD + 0xA),0,XCM-202,https://image.zlmicro.com/images/product/20230608/20230608115035210.jpg,2,https://image.zlmicro.com/images/product/qrcode/8895.png,classic|music|shake|intera|finger|video|game|explore,2.4G,76,No,0-255,77 62 4d 53 45,
